title,url,date,channelName,channelUrl
Siêu Phẩm Nhạc Lính Xưa 1975 Bất Hủ - NHẠC LÍNH XƯA Đi Cùng Năm Tháng Để Đời,https://www.youtube.com/watch?v=Z-NhIueoaKE,2021-04-09T04:47:34.526Z,Kho Nhạc Rumba,https://www.youtube.com/channel/UCtE7h46NKRumqJxCkcydRdQ
"Trần Dần có 11 vợ, từng là phi công trẻ yêu cô giáo đảm đang",https://www.youtube.com/watch?v=DZ0mLr8y3VQ,2021-04-09T04:47:34.526Z,Nua Vong Trai Dat TV,https://www.youtube.com/channel/UCfl_G9BwH-DhtNn-y0q_7aA
NÓNG THẮNG TƯ ĐEN: VIỆT NAM CỘNG HÒA YÊU CẦU PHẾ TRUẤT CỘNG SẢN KHỎI LÃNH THỔ VIÊT NAM,https://www.youtube.com/watch?v=1TRTjM66_R8,2021-04-09T04:47:34.526Z,ĐẤT VIỆT TV,https://www.youtube.com/channel/UCJpNMpnpAfvZHKjix5D3OEg
Ký Ức KINH HOÀNG Về Chiến Tranh Việt Nam Của Cựu Binh Mỹ,https://www.youtube.com/watch?v=0nV4IYR9-go,2021-04-09T04:47:34.527Z,Việt Sử Toàn Thư,https://www.youtube.com/channel/UCB3s9v6DPrOGgNHe49KO6DA
Cựu cơ phi Thông - Nhớ trận Hạ Lào,https://www.youtube.com/watch?v=ShU7WxLQeL4,2021-04-09T04:47:34.527Z,Chú Tám TV,https://www.youtube.com/channel/UCoaXQ5WnJaKr-w_yry_6mbQ
Trận Đánh Cuối Cùng 1975 - Hổ Xám Vào Sài Gòn | Việt Nam Sử Liệu,https://www.youtube.com/watch?v=NmS0jupr6Js,2021-04-09T04:47:34.527Z,Theo Dấu Giày Sô,https://www.youtube.com/user/lucfilms
Mùa hè đỏ lửa Tái chiếm ba quân Bắc Bình Định - Nguyễn Hồng Tuyền,https://www.youtube.com/watch?v=rUvZ3D2QlO8,2021-04-09T04:47:34.527Z,Chú Tám TV,https://www.youtube.com/channel/UCoaXQ5WnJaKr-w_yry_6mbQ
"Win 04/0308/21-9'45"" At Trần Hưng Đạo Bolsa pray We the people & Great Pre. Trump20-24: AmericaFirst",https://www.youtube.com/watch?v=HLl8H9q0FBE,2021-04-09T04:47:34.527Z,Victoria Kim,https://www.youtube.com/channel/UChM4o8rDrbVvfdDKp65g3eA
NS#8: TRỞ THÀNH ANH LÍNH TRINH SÁT I HỒI KÝ CHIẾN TRƯỜNG K (141),https://www.youtube.com/watch?v=uF3wwRPZgLA,2021-04-09T04:47:34.527Z,hồi ức lính,https://www.youtube.com/channel/UCn4XUawswYByMvRn_x7y0TQ
🔴TQ NÁO LOẠN KHI ĐẶC VỤ VN ĐỘT.KÍCH VÀO TRẠI.TÙ NAM NINH GIẢI CỨU THÀNH CÔNG LÃ CHI PHONG,https://www.youtube.com/watch?v=EokA1wvA9tE,2021-04-09T04:47:34.527Z,Tin Nóng TV,https://www.youtube.com/channel/UC6xxTlqnueZdDvbyLVRQucA
🔴Tin báo động chiến tranh VN Tru'y quyét HunSen lật lộng với QuânĐội ta giám chiếm đống đảo phú quốc,https://www.youtube.com/watch?v=qoRBPgKql0s,2021-04-09T04:47:34.527Z,Tin Viet Free 24h,https://www.youtube.com/channel/UChtFLvseNVx8Qbz9OCS5ZVQ
Tiểu Sử Và Con Đường Sự Nghiệp Của Phó Thủ Tướng Lê Minh Khái,https://www.youtube.com/watch?v=uwXZObA1JyI,2021-04-09T04:47:34.527Z,VHC - Việt Nam Hùng Cường,https://www.youtube.com/channel/UCYTn9glAgxkVQ5eA5KYOrjg
🔴VN cung cấp mìn mini cho đại tá Soc Kheng ám sáát TT Hun Sen làm chếết 4 tướng lĩnh và 7 cố vấn TQ,https://www.youtube.com/watch?v=ihgk0q-P_Z0,2021-04-09T04:47:34.527Z,Viet Nam,https://www.youtube.com/channel/UCvoonfnnwQf7hsplDoHeSsg
Quá trình công tác của Phó Thủ tướng Lê Minh Khái - PLO,https://www.youtube.com/watch?v=I0svKM8AmBA,2021-04-09T04:47:34.527Z,Báo Pháp Luật TP HCM,https://www.youtube.com/channel/UCp6PchFsCg582xw6gEjpzVA
CUỘC CHIẾN BÍ MẬT - Tập 02 | Hồ sơ lực lượng Biệt Kích Mỹ Ngụy đánh ra Bắc Việt Nam,https://www.youtube.com/watch?v=H2CAIRQTH2s,2021-04-09T04:47:34.528Z,MC Thanh Bình,https://www.youtube.com/channel/UCp2wL5LhfG2KW5xUpDtHW5A
Dương Văn Minh - Tội đồ hèn nhát hay Tổng thống yêu dân? | Lịch sử chiến tranh Việt Nam | TV24h,https://www.youtube.com/watch?v=SVsQoPLkzs8,2021-04-09T04:47:34.528Z,TV24h,https://www.youtube.com/channel/UCUmRGR3a-g13O6pG927KQmg
THÚ VỊ CỦA CỜ  VÀNG - VAN LAM,https://www.youtube.com/watch?v=9XA20MA0vcs,2021-04-09T04:47:34.528Z,Bạch Liên CHAPELLE,https://www.youtube.com/channel/UC21-HMAYG1wEcToiZ5dXo1w
"🔴CỰC VUI | CHUẨN TƯỚNG PHẠM MẠNH HÙNG GẦM RÚ, RA LỆNH NÃ TUNG TÓE LÀM 2 TÀU TQ TAN KHÔNG DẤU VẾT",https://www.youtube.com/watch?v=6eIzLKvR5Xk,2021-04-09T04:47:34.528Z,Saigon Post,https://www.youtube.com/channel/UCyennKsGrA7BS9G76LSm24w
Tiếng Hát Hậu Phương kỳ 147 với Tr/Úy Nguyễn Trung Ngoan - Sư Đoàn 7 Bộ Binh - Tưởng Niệm 30/4/1975,https://www.youtube.com/watch?v=p05BenfvjgE,2021-04-09T04:47:34.528Z,THỜI CHIẾN CHINH 3,https://www.youtube.com/channel/UCySiUNKjUru5WcK63f2rjnA
Ngã Rẽ Lịch Sử 30/4 - Episode 04,https://www.youtube.com/watch?v=2cMPwMpq0dQ,2021-04-09T04:47:34.528Z,SBTNOfficial,https://www.youtube.com/user/SBTNOfficial
🔴ĐÊM QUA HÀNG TRĂM CÔNG AN PHONG TỎA QUẬN BINH THỦY HẢI PHÒNG TRUY BẮT BIỆT KÍCH TQ CƯỚP TÙ,https://www.youtube.com/watch?v=vdn0R4VIMH0,2021-04-09T04:47:34.528Z,Người Việt TV,https://www.youtube.com/channel/UCN4KGuX7IE0LAFK_J_px9xg
Bí mật về Hải Chiến Hoàng Sa và lý do vì sao được cả thế giới nể phục.,https://www.youtube.com/watch?v=QxYonXoE_TA,2021-04-09T04:47:34.528Z,Hồ Sơ Mật,https://www.youtube.com/channel/UCnmSg6guBzG4rR7SPa8s-hA
Tin Khản Cấp-Triều Tiên Baắn Noổ Tung Đ T Hiệp Nhân Lúc TQ Di Tản 3 Vạn Dân Lắp Boom HNhân Ở BG,https://www.youtube.com/watch?v=8Kcm6Porh8k,2021-04-09T04:47:34.528Z,Washington D.C NEWS,https://www.youtube.com/channel/UCUJb15vSZclrddkD5u3lL2A
"Giữ Chặt Túi Tiền 3 Tuổi Này Chú Ý Kẻo Tiền Bạc Mất Trắng, Vỡ Nợ 3 Ngày Cuối Tháng  3 ÂL",https://www.youtube.com/watch?v=b0s-jum5sC8,2021-04-09T04:47:34.528Z,Tài Phú Tử Vi,https://www.youtube.com/user/SuperAngelbaby97
"vỉ mạch lọc nguồn bãi đức , bãi mỹ , dây quang bãi mỹ lại về sdt 0344382591",https://www.youtube.com/watch?v=qkXfe8f6gJk,2021-04-09T04:47:34.528Z,"Dũng Dây Âm Thanh Bãi , Phụ Kiện Âm Thanh",https://www.youtube.com/channel/UCuCWDaINtRvq0ErlWQ44Ukg
Nên Tách Cờ Vàng Khỏi Đời Sống Xã Hội Người Việt ở Mỹ,https://www.youtube.com/watch?v=7SkKsRQrlag,2021-04-09T04:47:34.529Z,DÂN VIỆT TV,https://www.youtube.com/channel/UCzHytH8NI8DlWqhwHaAs_9w
Việt Kiều Mỹ Kevin: Tôi Thấy Xấu Hổ Với Lá Cờ Vàng!,https://www.youtube.com/watch?v=njC24R0pz3A,2021-04-09T04:47:34.529Z,DÂN VIỆT TV,https://www.youtube.com/channel/UCzHytH8NI8DlWqhwHaAs_9w
TTV Thứ Năm 08.04.2021 🎯 Gọi 30.04.75 là ngày GIẢI PHÓNG là hoàn toàn sai. Hãy phân tích!,https://www.youtube.com/watch?v=wkeV7hYiQAA,2021-04-09T04:47:34.529Z,Tâm Thức Việt - Anh Chi,https://www.youtube.com/channel/UCg2J4rfxqkYr_8nLocsLYGA
Tiếng Hát Hậu Phương Kỳ 149 Với Nhạc Sĩ Nam Lộc - Cựu Quân Nhân QLVNCH - Tưởng Niệm 30/4/1975,https://www.youtube.com/watch?v=ZxaUiDe3fkw,2021-04-09T04:47:34.529Z,THỜI CHIẾN CHINH 3,https://www.youtube.com/channel/UCySiUNKjUru5WcK63f2rjnA
Tiếng Hát Hậu Phương Kỳ 148 Với Tr/Úy Phạm Ngọc Cửu – P.Tỉnh Trưởng Bình Thuận – T. Niệm  30/4/1975,https://www.youtube.com/watch?v=F8oXBYHD4Lw,2021-04-09T04:47:34.529Z,THỜI CHIẾN CHINH 3,https://www.youtube.com/channel/UCySiUNKjUru5WcK63f2rjnA
PHÂN TÍCH CHI TIẾT trả lời ván đấu Chung kết A1 2021 giữa Lại Lý Huynh và Túy Kỳ Tiên Trềnh A Sáng,https://www.youtube.com/watch?v=spuxYgUalcg,2021-04-09T04:47:34.529Z,Xiangqi 247,https://www.youtube.com/channel/UC6N1Wxt2OwLltmqAZioFqag
1.821 (1) Chống cộng không đạt chuẩn tị nạn - Màu thời gian,https://www.youtube.com/watch?v=YlVd6rWVkdM,2021-04-09T04:47:34.529Z,Win win Việt Nam,https://www.youtube.com/channel/UC6IK1ng3mhTpGEhj_tNWTVg
🔴 Chấn Đông:Sáng Nay 1 Bay TQ Bị Đài Loan Bắn Cháy Trên BĐ Tham Vọng của TQ không chỉ Là Độc Chiếm,https://www.youtube.com/watch?v=gXp9T6Zj7jU,2021-04-09T04:47:34.529Z,TIN TỨC TỔNG HỢP N20,https://www.youtube.com/channel/UCcV-FFQ0afjYZ69EUjRhuUw
"Tát áo làng bãi ổi năm 2021 phần 2 tập cuối - Các chiến lợi phẩm thu được từ ao làng "" Móm """,https://www.youtube.com/watch?v=ltzBN8OV2eU,2021-04-09T04:47:34.529Z,Vân Nguyễn,https://www.youtube.com/channel/UCiTk856EMPUJ1NJmA2Bb8gw
LT.. là bản sao NPH.kích động hận thù. chống cộng đấu mặt,https://www.youtube.com/watch?v=o8sz1eebOps,2021-04-09T04:47:34.530Z,người bảo vệ,https://www.youtube.com/channel/UCPZoPQt_tl5unChrQGdpweQ
Nhạc Không Lời Rumba Lính Xưa 1975 Tiền Chiến | Hòa Tấu Guitar Không Lời | Nhạc Vàng Hải Ngoại 2021,https://www.youtube.com/watch?v=MshggG2nXNI,2021-04-09T04:47:34.530Z,Ghiền Nhạc Sống,https://www.youtube.com/channel/UCMrbyICJkTgxpy29HDSVjmQ
Tiếng Hát Hậu Phương kỳ 146 với Tr/Sĩ Trương Văn Thường - TQLC và Phu Nhân - Tưởng Niệm 30/4/1975,https://www.youtube.com/watch?v=NuOzpEbIn_o,2021-04-09T04:47:34.530Z,THỜI CHIẾN CHINH 3,https://www.youtube.com/channel/UCySiUNKjUru5WcK63f2rjnA
Bản tin cuối ngày 8/4: Nga sẵn sàng chiến đấu; Hoa hậu Myanmar bị truy nã; Đại sứ Myanmar bị cấm cửa,https://www.youtube.com/watch?v=3g9OuhR95Zg,2021-04-09T04:47:34.530Z,KHUNG TRỜI MỚI,https://www.youtube.com/channel/UCtInSM7s0fXjZiFRL8AEtgQ
Bá Đạo Tam Quốc - Hiện THẬN 8 CỦ RƯỚC TƯỚNG MẠCH HOẠCH LẤY THÊM CON ZỢ TIỂU KIỀU,https://www.youtube.com/watch?v=1sLDNlhh3CA,2021-04-09T04:47:34.530Z,Hoàng Nguyễn,https://www.youtube.com/channel/UCRUEle5muPg8Ses5EIQWcww
"🔴TQ CỬ 2 TÀU ĐÁNH CÁ,2 TÀU KHU TRỤC KHIÊU CHIẾN LẤY CỚ ĐÁNH VN.TƯỚNG KHÁNH RA MẶT XỬ LÝ ĐẦYTHÁN PHỤC",https://www.youtube.com/watch?v=xV81DegU8KY,2021-04-09T04:47:34.530Z,Người Việt Nam,https://www.youtube.com/channel/UC9weEI8eWI3FJJ1e7ENCrcg
Dân mạng xúc động với bài thơ khán giả gửi tặng Mũi trưởng Long và Hậu Hoàng,https://www.youtube.com/watch?v=YqrcxdJqvNE,2021-04-09T04:47:34.530Z,BÁO SAO VIỆT,https://www.youtube.com/channel/UCn9o3WA2DFwb4ML8PGxKykQ
Đấu La Đại Lục P4 - Chung Cực Đấu La Tập 50 - Hạm Trưởng Lam Hiên Vũ - Đặng Bác Bi Thảm - H2X Audio,https://www.youtube.com/watch?v=fXo0iwyzVv0,2021-04-09T04:47:34.530Z,H2X Audio,https://www.youtube.com/channel/UChDmr9_HQEbHRvgbgU4-pWQ
Việt Kiều LỢI Minh ba que hãy xem nha y tế VN không thua gì Nước Ngoài bởi tôi đang trực tiếp khám,https://www.youtube.com/watch?v=ejCk7HaZ3_4,2021-04-09T04:47:34.530Z,Hiep jimmy - Khám phá cuộc sống,https://www.youtube.com/user/MrChendx
Rất Nóng Cần Hóng|G.ái M.ại D.âm Đòi Ngừa Covid Ưu Tiên|Biden Nhổ Ra Vả Vào,https://www.youtube.com/watch?v=e4p_FjlAcLs,2021-04-09T04:47:34.530Z,Vu Quang VNTV,https://www.youtube.com/user/huynvtamviet
TIN MỚI 09/4/2021 HOAN HÔ NỮ TƯỚNG GỐC VIỆT SÁNH VAI VỚI THIẾU TƯỚNG LƯƠNG XUÂN VIỆT ĐƯỢC VINH DANH,https://www.youtube.com/watch?v=o-px0GH3W7I,2021-04-09T04:47:34.530Z,TIN MỚI HOA KỲ.,https://www.youtube.com/channel/UCzalNicjcfOTv0Q2GyxQhVw
TIỂU SỬ PHÓ THỦ TƯỚNG LÊ MINH KHÁI,https://www.youtube.com/watch?v=kkkGAII2qVw,2021-04-09T04:47:34.530Z,KIẾN THỨC & GIẢI TRÍ,https://www.youtube.com/channel/UCm3QliIg2DWHR5J-GJ8IG5w
Xuất Hiện Giọng Ca Nam ĐỘC LẠ - Nhạc Lính Xưa 1975 Đi Vào Lòng Người | NHẠC LÍNH HẢI NGOẠI VINH TUẤN,https://www.youtube.com/watch?v=RftvqmoBURw,2021-04-09T04:47:34.531Z,SKYPRO MUSIC,https://www.youtube.com/channel/UCk5Sid_ztAMtg-II8y1Lf_A
Dùng thủ thuật đánh long hổ vẫn ăn tiền nên xem,https://www.youtube.com/watch?v=5YBjf9bFFpo,2021-04-09T04:47:34.531Z,Hack Game 2020,https://www.youtube.com/channel/UCKtTyyaPqNICNatqvU4jQMQ
🔴TIN CỰC NÓNG: QUÂN KHU 4 VÀ SƯ ĐOÀN ĐẶC NHIỆM VIỆT NAM ĐẬP TAN ÂM MƯU TQ Ở BIÊN GIỚI LÀO,https://www.youtube.com/watch?v=si2ndsvf6FI,2021-04-09T04:47:34.531Z,VIỆT NEWS TV,https://www.youtube.com/channel/UC5BktV4f2IujYpB9pxsbOnQ
VQ Được Sáng Mắt Rồi|Gửi Góc L Xe Và Đập Tan Luận Điệu /// Xuyên Tạc Đòi Cào Bằng Xét Lại Lịch Sử,https://www.youtube.com/watch?v=qKCkMjy5IcE,2021-04-09T04:47:34.531Z,Vu Quang VNTV,https://www.youtube.com/user/huynvtamviet
Giang Tử Nhạc Lính Xưa Chọn Lọc Đi Vào Lòng Người | Chuyện Một Người Đi Nghe Buồn Da Diết,https://www.youtube.com/watch?v=LxT00l-58n4,2021-04-09T04:47:34.531Z,Giang Tử,https://www.youtube.com/channel/UCwC4IxaH42eV-W2btvxZD9g
"Hướng Dương Ngược Nắng Tập 52 | Lộ Diện: An là tay sai cho Hoàng, Nhằm phá Hoại Cao Dược",https://www.youtube.com/watch?v=ktCzKksd3ZA,2021-04-09T04:47:34.531Z,Anh Mọt - Review,https://www.youtube.com/channel/UCjOdETOUrmv3agHWYBkUMdA
Nga Lên Tiếng Phản Đối Kịch Liệt Âm Mưu Đế Quốc Muốn Gây Ra Nội Chiến Myanmar,https://www.youtube.com/watch?v=XqR8g049z-M,2021-04-09T04:47:34.531Z,Vu Quang VNTV,https://www.youtube.com/user/huynvtamviet
Tên đường Sài Gòn trước 1975 - Bến Lò Gốm,https://www.youtube.com/watch?v=PhcaTlk2csU,2021-04-09T04:47:34.531Z,ĐƯỜNG PHỐ SÀI GÒN,https://www.youtube.com/channel/UCMi3qKJRIBUvfjR7t4axeUg
"Hé Lộ Tướng,Trang Phục Sắp Ra Mắt Trong Thời Gian Tới | Mew Tốc Chiến",https://www.youtube.com/watch?v=kj1aDZ63Wc8,2021-04-09T04:47:34.531Z,Mew Gaming,https://www.youtube.com/channel/UCwpLF7ZIuguYvM-Xv2kntIw
"2021-04-08, TDYK 354 Nỗi đau Dân Tộc Việt Nam sau Tháng Tư Đen.",https://www.youtube.com/watch?v=SGXP4JBtVBo,2021-04-09T04:47:34.531Z,NoThanTV,https://www.youtube.com/channel/UCRmMtrSPykV3UIMmYr6kDlA
SIÊU PHẨM NHẠC LÍNH XƯA CHỌN LỌC HAY - NHẠC LÍNH XƯA CHỨA NỖI NIỀM NGƯỜI LÍNH,https://www.youtube.com/watch?v=ahsi670SexA,2021-04-09T04:47:34.531Z,Kho Nhạc Rumba,https://www.youtube.com/channel/UCtE7h46NKRumqJxCkcydRdQ
Thế này mới là tháng tư đen,https://www.youtube.com/watch?v=znhqyv0Af3A,2021-04-09T04:47:34.531Z,NGƯỜI Biên Ải,https://www.youtube.com/channel/UCROkmLeh5bW8FIL704bTf3w
CỰC NÓNG 9-4-2021! CẢ THẾ GIỚI ĐỨNG VỀ PHÍA VIỆT NAM KHI TRUNG QUỐC VI PHẠM CHỦ QUYỀN | TIN MỚI,https://www.youtube.com/watch?v=2Gvd-mu1wQA,2021-04-09T04:47:34.532Z,TIN MỚI,https://www.youtube.com/channel/UCE_4BoJ2uP1VIUi6IXoIhDQ
Thần Thoại Đế Hoàng - Phần 32 - Quân đoàn Thần Ma,https://www.youtube.com/watch?v=eqQXiyznaXs,2021-04-09T04:47:34.532Z,Tu Chân Thần Ký,https://www.youtube.com/channel/UCnSgcIsVqJRGMEpEz_G7TkQ
TS Thiếu tá Nguyễn Xuân Thủy: Đề xuất kết ʜôɴ phải có chứng chỉ,https://www.youtube.com/watch?v=D-h7mFGPTzU,2021-04-09T04:47:34.532Z,Trà dư Tửu hậu,https://www.youtube.com/channel/UCJitA95Smu0DXoGhFltkSUQ
